	4275	4277	4279	4280	4280a	4281
ENSG00000241853	0	0	0	0	0	0
ENSG00000241859	8	14	11	6	8	0
ENSG00000241860	49	93	50	78	62	17
ENSG00000241861	0	0	0	0	0	0
ENSG00000241866	0	0	0	0	0	0
ENSG00000241868	0	0	1	1	0	0
ENSG00000241869	0	0	0	0	0	0
ENSG00000241870	0	0	0	0	0	0
ENSG00000241874	0	0	0	0	0	0
ENSG00000241877	0	0	0	0	0	0
ENSG00000241878	1025	1319	894	1002	975	1119
ENSG00000241879	0	0	0	0	0	0
ENSG00000241881	0	0	0	0	0	0
ENSG00000241882	0	0	0	0	0	0
ENSG00000241884	0	0	0	0	0	0
ENSG00000241886	84	106	50	50	55	171
ENSG00000241888	0	0	0	0	0	0
ENSG00000241889	9	4	16	11	18	15
ENSG00000241890	0	0	0	0	0	0
ENSG00000241891	0	0	0	0	0	0
ENSG00000241899	0	0	0	0	0	0
ENSG00000241905	0	0	0	0	0	0
ENSG00000241907	0	0	0	0	0	0
ENSG00000241911	0	0	0	2	0	0
ENSG00000241912	0	0	0	2	0	0
ENSG00000241913	2	0	4	3	3	1
ENSG00000241917	1	0	0	0	0	0
ENSG00000241921	0	0	0	0	0	0
ENSG00000241923	1	4	3	4	5	3
ENSG00000241926	0	0	0	0	0	0
ENSG00000241929	0	0	0	0	0	0
ENSG00000241932	0	0	0	0	0	0
ENSG00000241933	9	5	9	3	10	2
ENSG00000241935	0	0	0	0	2	0
ENSG00000241939	3	2	3	4	2	0
ENSG00000241941	0	1	0	0	0	0
ENSG00000241942	0	0	0	0	0	0
ENSG00000241943	0	0	0	0	0	0
ENSG00000241945	30	37	32	22	25	18
ENSG00000241946	0	0	0	0	0	0
ENSG00000241947	0	0	1	0	0	0
ENSG00000241950	0	0	0	0	0	0
ENSG00000241954	0	1	0	0	0	0
ENSG00000241956	0	1	0	0	3	0
ENSG00000241959	1	0	0	1	1	0
ENSG00000241961	0	0	0	0	0	0
ENSG00000241962	12	9	11	9	20	7
ENSG00000241963	0	1	0	0	0	0
ENSG00000241964	0	0	0	0	0	0
ENSG00000241965	0	0	0	0	0	0
ENSG00000241973	3503	3961	5288	4657	3653	2098
ENSG00000241975	25	30	49	46	45	15
ENSG00000241978	0	2	1	0	0	0
ENSG00000241981	0	0	0	0	0	0
ENSG00000241983	6	5	6	3	7	2
ENSG00000241984	0	0	0	0	0	0
ENSG00000241985	0	0	0	0	0	1
ENSG00000241990	7	8	6	11	17	14
ENSG00000241991	0	0	0	0	0	0
ENSG00000241992	0	0	0	0	0	0
ENSG00000241993	0	0	0	0	0	0
ENSG00000241997	0	0	0	0	0	0
ENSG00000242001	0	0	0	0	0	0
ENSG00000242009	0	0	0	0	0	0
ENSG00000242012	0	0	0	0	0	0
ENSG00000242014	2	1	0	0	0	0
ENSG00000242017	0	0	0	0	1	0
ENSG00000242019	4	2	0	2	1	0
ENSG00000242020	0	0	0	0	1	0
ENSG00000242021	0	0	0	0	0	0
ENSG00000242028	139	176	228	297	210	137
ENSG00000242029	0	0	0	0	2	0
ENSG00000242034	0	0	0	0	0	0
ENSG00000242036	0	0	0	0	0	0
ENSG00000242041	0	0	0	0	0	0
ENSG00000242042	0	0	0	0	0	0
ENSG00000242048	2	7	3	0	3	3
ENSG00000242049	1	0	2	2	2	0
ENSG00000242052	1	3	1	2	1	4
ENSG00000242058	0	0	0	0	0	0
ENSG00000242060	0	0	0	1	1	0
ENSG00000242061	0	0	0	0	0	0
ENSG00000242062	0	0	0	0	0	0
ENSG00000242065	0	0	0	0	0	0
ENSG00000242066	0	0	0	0	0	0
ENSG00000242067	0	0	1	0	0	1
ENSG00000242068	4	2	3	2	2	3
ENSG00000242070	0	0	0	0	0	0
ENSG00000242071	1824	1916	2255	3121	3430	1906
ENSG00000242072	0	0	0	0	0	0
ENSG00000242073	0	0	0	0	0	0
ENSG00000242076	4	17	8	5	1	2
ENSG00000242078	0	0	0	1	0	0
ENSG00000242079	0	0	0	0	0	0
ENSG00000242080	0	0	0	0	0	0
ENSG00000242082	0	1	0	0	0	0
ENSG00000242083	3	0	6	10	14	2
ENSG00000242085	2	1	0	1	1	0
ENSG00000242086	441	503	912	986	856	505
ENSG00000242087	0	0	0	0	0	0
ENSG00000242088	2	6	10	9	11	11
ENSG00000242094	2	1	6	9	3	4
ENSG00000242097	0	0	0	0	1	0
ENSG00000242100	1	0	3	1	3	1
ENSG00000242101	0	0	0	0	0	0
ENSG00000242102	0	0	0	0	0	0
ENSG00000242103	0	0	0	0	0	0
ENSG00000242104	0	1	0	0	1	0
ENSG00000242107	0	0	0	0	0	0
ENSG00000242109	0	0	0	0	0	0
ENSG00000242110	4	3	3	8	4	4
ENSG00000242111	0	0	1	0	1	0
ENSG00000242113	2	9	3	2	2	14
ENSG00000242114	53	63	68	125	136	59
ENSG00000242118	0	0	0	0	0	0
ENSG00000242119	0	0	0	0	0	0
ENSG00000242120	0	0	0	0	0	0
ENSG00000242121	0	0	0	0	0	0
ENSG00000242123	0	0	0	0	0	0
ENSG00000242125	3039	3263	3285	3885	4289	3848
ENSG00000242134	0	0	1	0	0	1
ENSG00000242135	0	0	0	0	0	0
ENSG00000242136	0	1	0	0	0	0
ENSG00000242137	0	0	0	0	0	0
ENSG00000242140	0	0	0	0	0	0
ENSG00000242142	1	4	2	6	11	3
ENSG00000242145	0	0	0	0	0	0
ENSG00000242147	0	0	0	0	0	0
ENSG00000242151	0	0	0	0	0	0
ENSG00000242152	0	0	0	0	0	0
ENSG00000242153	0	0	0	0	0	0
ENSG00000242154	0	0	0	0	0	0
ENSG00000242156	0	0	0	0	0	0
ENSG00000242158	0	0	0	0	0	0
ENSG00000242159	0	0	0	1	0	0
ENSG00000242162	0	0	0	0	0	0
ENSG00000242163	0	0	0	0	0	0
ENSG00000242165	0	0	0	0	0	0
ENSG00000242169	0	0	0	0	0	0
ENSG00000242170	2	7	2	6	4	14
ENSG00000242173	1	1	4	3	3	1
ENSG00000242175	2	0	0	0	0	0
ENSG00000242176	0	0	0	0	0	0
ENSG00000242178	0	0	0	0	0	0
ENSG00000242180	0	0	0	0	1	0
ENSG00000242182	0	0	0	0	0	0
ENSG00000242186	0	0	0	0	0	0
ENSG00000242190	0	0	0	2	0	0
ENSG00000242193	2	5	7	3	2	3
ENSG00000242195	0	0	0	0	0	0
ENSG00000242197	0	0	0	0	0	0
ENSG00000242198	1	1	1	0	1	0
ENSG00000242199	0	0	0	0	0	0
ENSG00000242201	0	0	0	0	1	0
ENSG00000242206	0	0	0	0	0	0
ENSG00000242207	0	0	0	0	1	0
ENSG00000242208	0	0	0	0	0	1
ENSG00000242209	0	0	0	0	0	0
ENSG00000242214	0	0	0	0	0	0
ENSG00000242216	0	0	0	0	0	0
ENSG00000242220	4	7	3	12	8	3
ENSG00000242221	0	0	0	0	0	0
ENSG00000242222	0	0	0	0	0	0
ENSG00000242229	0	0	0	0	0	0
ENSG00000242236	0	0	0	0	0	0
ENSG00000242241	0	0	0	0	0	0
ENSG00000242242	1	7	8	9	4	4
ENSG00000242244	12	13	11	10	9	48
ENSG00000242246	0	0	0	0	0	0
ENSG00000242247	1453	1710	1791	1886	1946	1930
ENSG00000242248	0	0	0	0	0	0
ENSG00000242251	1	3	0	0	0	1
ENSG00000242252	8	1	5	5	5	3
ENSG00000242255	0	0	0	0	0	0
ENSG00000242256	0	0	0	0	0	0
ENSG00000242258	3	3	9	10	9	7
ENSG00000242259	248	301	287	205	225	286
ENSG00000242261	0	0	0	0	0	0
ENSG00000242262	2	2	2	2	4	2
ENSG00000242265	24	32	38	48	36	19
ENSG00000242266	0	0	0	0	0	0
ENSG00000242267	0	0	0	0	0	0
ENSG00000242268	0	3	0	0	0	0
ENSG00000242272	1	0	0	0	0	0
ENSG00000242276	0	0	0	0	0	0
ENSG00000242278	0	0	0	0	0	0
ENSG00000242279	0	0	0	0	0	0
ENSG00000242280	0	1	0	2	0	0
ENSG00000242281	0	0	0	0	0	0
ENSG00000242282	11	3	10	21	11	6
ENSG00000242285	0	0	1	0	0	0
ENSG00000242288	0	0	0	0	0	0
ENSG00000242290	2	0	0	1	2	1
ENSG00000242291	0	0	0	0	0	0
ENSG00000242292	0	0	0	0	0	0
ENSG00000242293	0	0	0	0	0	0
ENSG00000242294	100	137	232	220	177	72
ENSG00000242295	0	0	0	0	0	0
ENSG00000242296	0	0	0	0	0	0
ENSG00000242299	1745	1790	2170	2873	3993	2361
ENSG00000242307	0	0	0	0	0	0
ENSG00000242308	0	0	1	0	0	1
ENSG00000242314	0	0	0	0	0	0
ENSG00000242315	0	1	2	0	0	0
ENSG00000242317	0	0	0	0	0	0
ENSG00000242318	0	0	1	1	0	0
ENSG00000242320	0	0	0	0	0	0
ENSG00000242321	0	0	0	0	0	0
ENSG00000242324	3	0	2	2	0	0
ENSG00000242325	0	0	0	0	0	0
ENSG00000242326	0	0	0	0	0	0
ENSG00000242327	0	0	0	0	0	0
ENSG00000242329	0	0	0	0	0	0
ENSG00000242330	1	6	0	1	2	10
ENSG00000242337	3	2	7	5	6	3
ENSG00000242338	11	17	19	15	18	15
ENSG00000242339	0	0	0	0	0	0
ENSG00000242341	0	0	0	0	0	0
ENSG00000242348	0	0	0	0	0	0
ENSG00000242349	23	47	44	23	28	17
ENSG00000242352	3	5	3	2	2	2
ENSG00000242353	5	3	6	4	8	5
ENSG00000242358	0	0	0	0	0	0
ENSG00000242360	0	0	0	0	0	0
ENSG00000242362	0	0	0	0	0	0
ENSG00000242364	0	0	0	0	0	0
ENSG00000242365	0	0	0	0	0	0
ENSG00000242366	0	0	0	0	1	0
ENSG00000242370	1	1	1	0	1	0
ENSG00000242371	7	25	7	12	8	6
ENSG00000242372	233	321	278	350	415	319
ENSG00000242375	2	0	1	1	1	1
ENSG00000242381	0	0	0	0	0	0
ENSG00000242385	0	0	0	0	0	0
ENSG00000242387	0	0	0	0	0	0
ENSG00000242389	0	0	1	0	0	0
ENSG00000242390	0	1	0	0	0	0
ENSG00000242391	0	0	0	0	0	0
ENSG00000242393	0	0	0	0	0	0
ENSG00000242396	0	0	0	0	0	0
ENSG00000242398	0	0	0	0	0	0
ENSG00000242399	0	0	0	0	0	0
ENSG00000242405	0	0	0	0	0	0
ENSG00000242407	0	0	0	0	3	0
ENSG00000242411	0	0	0	0	0	0
ENSG00000242412	1	4	2	4	1	0
ENSG00000242417	0	0	0	0	0	0
ENSG00000242419	0	0	0	3	0	2
ENSG00000242423	0	0	0	0	0	0
ENSG00000242428	0	0	0	0	0	0
ENSG00000242430	0	0	0	1	0	0
ENSG00000242431	0	0	0	0	0	0
ENSG00000242435	3	3	1	1	2	2
ENSG00000242436	0	0	1	0	0	5
ENSG00000242439	0	0	0	0	0	0
ENSG00000242440	0	0	0	1	0	0
ENSG00000242441	0	0	0	0	1	0
ENSG00000242444	1	0	0	0	0	1
ENSG00000242445	80	81	102	126	113	74
ENSG00000242456	0	0	0	0	0	0
ENSG00000242457	1	1	0	0	1	1
ENSG00000242461	0	1	0	0	0	0
ENSG00000242472	3	9	8	6	6	5
ENSG00000242473	28	10	3	51	52	2
ENSG00000242474	5	19	6	9	4	10
ENSG00000242477	0	3	2	4	5	3
ENSG00000242479	0	2	1	0	1	1
ENSG00000242482	0	0	0	0	0	0
ENSG00000242483	0	0	0	0	0	0
ENSG00000242485	442	399	596	596	600	294
ENSG00000242488	0	0	0	0	0	0
ENSG00000242493	0	1	1	0	0	1
ENSG00000242498	27	16	6	1	5	12
ENSG00000242507	1	0	0	0	0	0
ENSG00000242509	0	0	0	0	0	0
ENSG00000242510	0	0	0	0	0	0
ENSG00000242512	0	0	0	0	2	0
ENSG00000242515	0	0	0	0	1	0
ENSG00000242516	0	0	0	1	3	1
ENSG00000242520	0	0	0	0	0	0
ENSG00000242522	0	0	0	0	0	0
ENSG00000242524	0	0	0	0	0	0
ENSG00000242525	0	0	0	1	1	0
ENSG00000242527	0	0	0	0	0	0
ENSG00000242529	0	0	0	0	0	0
ENSG00000242531	0	0	2	0	1	0
ENSG00000242534	1	4	3	4	2	3
ENSG00000242536	0	0	0	0	0	0
ENSG00000242537	0	0	0	0	0	0
ENSG00000242539	8	14	8	1	7	8
ENSG00000242540	0	0	0	0	0	0
ENSG00000242545	0	0	0	0	0	0
ENSG00000242547	0	0	0	0	0	0
ENSG00000242550	10	34	18	120	126	31
ENSG00000242551	0	0	0	2	3	1
ENSG00000242552	0	0	0	0	0	0
ENSG00000242553	0	0	0	0	0	0
ENSG00000242559	0	2	1	4	0	0
ENSG00000242560	0	0	0	1	0	0
ENSG00000242561	0	0	0	0	0	0
ENSG00000242562	1	2	3	0	1	0
ENSG00000242565	0	0	0	0	0	0
ENSG00000242568	0	0	0	0	0	0
ENSG00000242571	27	33	26	33	52	36
ENSG00000242573	0	0	0	0	0	0
ENSG00000242574	188	307	376	269	325	246
ENSG00000242575	0	0	0	0	0	0
ENSG00000242578	4	0	1	1	0	0
ENSG00000242580	0	3	4	0	3	0
ENSG00000242583	2	1	2	1	0	0
ENSG00000242586	0	0	0	0	0	0
ENSG00000242588	99	119	156	114	54	5
ENSG00000242590	0	0	0	0	0	0
ENSG00000242593	0	0	0	0	1	0
ENSG00000242595	0	0	0	0	0	0
ENSG00000242598	0	0	0	0	0	0
ENSG00000242599	0	0	0	1	0	0
ENSG00000242600	0	0	0	0	0	0
ENSG00000242602	0	0	0	0	0	0
ENSG00000242607	0	0	0	0	2	0
ENSG00000242608	0	0	0	0	0	0
ENSG00000242609	0	0	0	0	0	1
ENSG00000242610	0	0	0	0	0	0
ENSG00000242611	2	1	0	0	0	0
ENSG00000242612	70	93	77	69	69	45
ENSG00000242613	0	0	0	0	0	0
ENSG00000242614	0	0	0	0	0	0
ENSG00000242615	1	0	0	0	0	0
ENSG00000242616	1	6	5	3	2	1
ENSG00000242618	0	0	0	0	0	0
ENSG00000242622	14	9	19	14	13	10
ENSG00000242628	2	0	4	4	6	2
ENSG00000242634	0	0	0	0	1	0
ENSG00000242635	0	0	0	0	0	0
ENSG00000242636	0	0	0	0	0	0
ENSG00000242638	0	0	0	0	0	0
ENSG00000242640	0	0	0	0	0	0
ENSG00000242641	0	0	0	0	0	0
ENSG00000242650	0	0	0	0	0	0
ENSG00000242651	0	0	0	0	0	0
ENSG00000242653	0	0	0	0	0	0
ENSG00000242654	0	0	0	0	0	0
ENSG00000242657	0	0	1	1	0	0
ENSG00000242659	0	1	1	6	0	0
ENSG00000242660	1	0	0	1	1	0
ENSG00000242661	6	1	0	1	0	3
ENSG00000242667	1	0	0	1	0	0
ENSG00000242668	0	0	0	0	0	0
ENSG00000242670	0	0	0	0	0	0
ENSG00000242671	0	0	0	0	0	0
ENSG00000242673	0	0	0	0	0	0
ENSG00000242675	0	0	0	0	0	0
ENSG00000242683	0	0	0	0	1	3
ENSG00000242686	30	36	44	19	14	14
ENSG00000242687	78	81	61	52	67	31
ENSG00000242688	0	0	0	0	0	0
ENSG00000242689	51	67	52	45	29	27
ENSG00000242692	0	0	0	0	0	0
ENSG00000242696	0	0	0	0	0	0
ENSG00000242697	0	0	0	1	1	0
ENSG00000242699	0	0	0	0	0	0
ENSG00000242703	0	0	0	0	0	2
ENSG00000242705	0	0	0	0	0	0
ENSG00000242706	0	0	0	0	0	0
ENSG00000242707	1	2	1	0	0	0
ENSG00000242709	0	1	0	0	0	0
ENSG00000242715	0	0	0	2	1	0
ENSG00000242719	0	0	0	0	0	0
ENSG00000242727	0	0	0	0	0	0
ENSG00000242728	0	0	0	0	0	0
ENSG00000242729	0	0	0	0	0	0
ENSG00000242731	0	0	0	0	0	0
ENSG00000242732	101	121	197	122	102	79
ENSG00000242735	0	0	0	0	0	0
ENSG00000242736	2	1	3	2	7	2
ENSG00000242737	2	4	2	6	4	2
ENSG00000242741	0	0	0	0	0	0
ENSG00000242747	0	0	0	0	1	0
ENSG00000242748	14	14	16	17	11	4
ENSG00000242752	0	0	0	0	0	0
ENSG00000242753	0	0	0	0	0	0
ENSG00000242756	0	3	6	0	2	1
ENSG00000242757	0	0	0	0	0	0
ENSG00000242759	0	0	0	1	0	0
ENSG00000242764	0	0	0	0	0	0
ENSG00000242766	0	2	0	0	0	1
ENSG00000242767	2	0	1	8	3	0
ENSG00000242768	0	0	0	0	0	0
ENSG00000242769	0	0	1	0	0	0
ENSG00000242770	0	0	0	0	0	0
ENSG00000242771	0	1	0	0	0	0
ENSG00000242775	0	0	0	1	0	0
ENSG00000242779	33	19	48	74	68	15
ENSG00000242781	2	0	1	1	2	0
ENSG00000242790	0	0	0	0	0	0
ENSG00000242791	3	1	3	1	3	3
ENSG00000242793	0	0	0	0	0	0
ENSG00000242794	0	0	0	0	0	0
ENSG00000242795	0	0	0	0	1	0
ENSG00000242797	0	0	1	0	0	1
ENSG00000242798	15	7	13	6	12	3
ENSG00000242802	3042	4015	3107	3913	4185	4704
ENSG00000242807	0	0	0	0	0	0
ENSG00000242808	0	0	1	4	5	0
ENSG00000242810	0	0	0	0	0	0
ENSG00000242811	0	0	0	0	0	0
ENSG00000242814	0	0	0	0	0	0
ENSG00000242816	0	0	0	0	0	0
ENSG00000242818	0	0	0	0	1	0
ENSG00000242828	2	0	0	0	0	0
ENSG00000242829	7	5	9	1	5	11
ENSG00000242834	0	0	0	0	0	0
ENSG00000242836	0	0	0	0	0	0
ENSG00000242837	0	0	0	0	0	0
ENSG00000242841	0	0	1	0	0	0
ENSG00000242849	0	0	0	0	0	0
ENSG00000242850	0	0	0	0	0	0
ENSG00000242852	14	10	11	12	17	14
ENSG00000242853	7	11	6	5	2	17
ENSG00000242854	0	0	0	0	0	0
ENSG00000242855	0	0	0	0	1	0
ENSG00000242856	0	0	0	0	0	0
ENSG00000242858	0	0	0	0	0	0
ENSG00000242860	0	0	0	1	1	0
ENSG00000242861	139	142	148	190	192	225
ENSG00000242863	0	0	0	0	0	0
ENSG00000242865	0	0	0	0	0	0
ENSG00000242866	33	46	32	37	32	32
ENSG00000242875	0	0	0	0	0	0
ENSG00000242876	7	3	6	1	2	5
ENSG00000242879	0	0	0	0	0	0
ENSG00000242880	4	6	5	7	4	5
ENSG00000242882	0	0	0	0	0	0
ENSG00000242887	1	1	0	1	1	0
ENSG00000242888	0	0	0	0	0	0
ENSG00000242889	0	0	2	2	0	1
ENSG00000242893	0	0	0	0	0	0
ENSG00000242894	0	0	0	0	0	0
ENSG00000242899	0	0	0	0	0	0
ENSG00000242902	1	1	0	0	0	0
ENSG00000242908	0	0	0	0	0	0
ENSG00000242911	0	0	0	0	0	0
ENSG00000242912	4	3	5	2	7	4
ENSG00000242915	0	0	0	0	0	0
ENSG00000242922	0	0	0	0	0	0
ENSG00000242925	0	0	0	0	0	0
ENSG00000242928	0	0	0	0	0	0
ENSG00000242931	3	6	5	1	0	0
ENSG00000242936	0	0	0	0	0	0
ENSG00000242941	1	0	0	0	1	0
ENSG00000242943	0	0	0	0	0	0
ENSG00000242945	0	0	0	0	0	0
ENSG00000242948	0	0	0	0	0	0
ENSG00000242950	1	0	0	1	0	0
ENSG00000242951	38	57	41	75	83	54
ENSG00000242952	0	0	0	0	0	0
ENSG00000242953	1	0	0	1	0	0
ENSG00000242958	0	1	0	0	0	1
ENSG00000242960	147	263	73	88	166	408
ENSG00000242963	0	0	0	0	0	0
ENSG00000242968	0	0	0	0	0	1
ENSG00000242970	4	10	7	8	4	22
ENSG00000242971	3	0	1	3	3	5
ENSG00000242973	0	0	0	0	0	0
ENSG00000242976	0	0	0	0	0	0
ENSG00000242978	0	0	2	0	1	1
ENSG00000242979	0	0	0	0	0	0
ENSG00000242983	0	0	0	0	0	0
ENSG00000242985	0	0	0	0	0	0
ENSG00000242986	1	0	0	0	0	0
ENSG00000242989	0	0	0	0	0	0
ENSG00000242990	0	0	0	0	0	0
ENSG00000242991	0	0	0	0	0	0
ENSG00000242992	0	0	0	1	0	0
ENSG00000242993	0	0	0	0	0	0
ENSG00000242995	0	0	0	0	0	0
ENSG00000242998	0	0	0	0	0	0
ENSG00000242999	1	0	1	3	0	0
ENSG00000243004	0	1	1	1	3	1
ENSG00000243005	1	0	0	0	0	1
ENSG00000243007	0	0	0	1	1	0
ENSG00000243008	1	0	0	0	0	0
ENSG00000243011	0	0	0	0	0	0
ENSG00000243012	0	0	0	0	0	0
ENSG00000243014	0	0	0	0	0	1
ENSG00000243015	0	0	0	0	0	0
ENSG00000243016	1	2	0	0	0	0
ENSG00000243018	0	0	0	0	0	0
ENSG00000243020	0	0	0	0	0	0
ENSG00000243022	0	0	0	0	0	0
ENSG00000243023	0	0	0	0	0	0
ENSG00000243024	1	1	0	0	0	0
ENSG00000243025	0	0	0	0	0	0
ENSG00000243027	1	5	6	1	3	5
ENSG00000243029	0	0	0	0	0	0
ENSG00000243033	0	0	0	0	0	0
ENSG00000243035	0	0	0	0	0	0
ENSG00000243038	0	0	0	0	0	0
ENSG00000243040	0	0	0	0	0	0
ENSG00000243044	0	0	0	0	0	0
ENSG00000243048	0	0	0	0	0	0
ENSG00000243049	0	0	0	0	0	1
ENSG00000243050	0	0	0	0	0	0
ENSG00000243051	2	1	2	0	0	0
ENSG00000243053	1	1	0	0	0	4
ENSG00000243055	2	2	0	0	0	8
ENSG00000243056	13	12	13	5	3	8
ENSG00000243058	0	0	0	0	0	0
ENSG00000243059	0	0	0	0	0	0
ENSG00000243062	0	0	0	0	0	0
ENSG00000243063	0	6	3	1	0	0
ENSG00000243064	0	0	0	1	3	1
ENSG00000243066	0	1	2	2	1	0
ENSG00000243069	1	0	0	0	1	1
ENSG00000243071	68	69	97	86	162	100
ENSG00000243072	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0
ENSG00000243075	0	0	0	0	0	0
ENSG00000243081	0	0	0	0	0	0
ENSG00000243083	0	0	0	0	0	0
ENSG00000243085	0	0	0	0	0	0
ENSG00000243089	0	0	0	1	0	0
ENSG00000243094	10	13	11	8	8	14
ENSG00000243095	0	0	0	0	0	0
ENSG00000243099	0	0	0	0	1	0
ENSG00000243101	0	0	0	0	0	0
ENSG00000243103	0	0	0	0	1	1
ENSG00000243104	0	0	0	0	0	0
ENSG00000243107	6	10	13	22	6	3
ENSG00000243115	0	0	0	0	0	0
ENSG00000243116	0	0	0	0	1	0
ENSG00000243122	0	0	0	0	0	0
ENSG00000243124	0	0	0	0	0	0
ENSG00000243125	0	0	0	0	0	0
ENSG00000243129	0	0	0	0	0	0
ENSG00000243130	0	0	0	0	1	0
ENSG00000243135	0	0	0	0	0	0
ENSG00000243136	0	0	0	0	0	0
ENSG00000243137	0	0	0	0	0	0
ENSG00000243141	0	0	0	1	0	0
ENSG00000243144	0	1	0	1	0	0
ENSG00000243147	448	524	475	513	608	734
ENSG00000243149	0	0	0	0	0	0
ENSG00000243150	0	1	1	2	0	1
ENSG00000243154	0	0	0	0	0	0
ENSG00000243155	10	17	14	24	21	14
ENSG00000243156	310	535	804	489	318	56
ENSG00000243160	0	0	0	1	0	0
ENSG00000243164	0	0	0	0	0	0
ENSG00000243165	0	0	0	0	0	0
ENSG00000243167	0	0	0	1	0	1
ENSG00000243171	0	0	0	0	0	0
ENSG00000243173	0	0	0	0	0	0
ENSG00000243175	5	6	2	2	0	15
ENSG00000243176	12	8	6	4	7	11
ENSG00000243179	5	1	7	6	7	3
ENSG00000243181	6	5	6	9	11	7
ENSG00000243187	0	1	0	0	0	0
ENSG00000243188	0	0	0	0	0	0
ENSG00000243193	0	1	1	1	6	1
ENSG00000243195	0	0	0	0	0	0
ENSG00000243197	0	0	0	0	0	0
ENSG00000243199	254	280	315	369	433	272
ENSG00000243207	0	2	1	0	0	0
ENSG00000243220	0	0	0	0	1	0
ENSG00000243224	20	23	16	27	31	20
ENSG00000243225	0	0	0	0	0	1
ENSG00000243227	0	0	0	0	0	0
ENSG00000243230	0	0	0	0	0	0
ENSG00000243232	0	0	0	0	0	0
ENSG00000243234	1	0	0	0	0	0
ENSG00000243236	0	0	0	0	0	0
ENSG00000243238	6	22	18	1	8	2
ENSG00000243243	0	0	0	0	1	0
ENSG00000243244	113	130	114	150	138	119
ENSG00000243250	0	0	0	0	0	0
ENSG00000243254	0	0	0	0	0	0
ENSG00000243256	0	0	0	0	0	0
ENSG00000243257	0	0	0	1	0	0
ENSG00000243260	9	8	10	19	13	20
ENSG00000243264	3	5	6	2	3	0
ENSG00000243265	0	0	0	0	0	0
ENSG00000243267	0	0	3	5	1	1
ENSG00000243273	11	11	0	0	0	21
ENSG00000243274	0	0	0	0	0	0
ENSG00000243276	0	0	0	0	0	1
ENSG00000243279	74	63	59	95	80	109
ENSG00000243280	0	1	3	2	2	3
ENSG00000243284	33	38	14	20	33	45
ENSG00000243287	1	0	0	0	0	0
ENSG00000243289	2	9	4	9	7	1
ENSG00000243290	4	16	14	7	5	3
ENSG00000243295	0	0	0	0	0	0
ENSG00000243296	0	0	0	0	0	0
ENSG00000243297	0	2	2	0	2	0
ENSG00000243302	1433	1216	1656	1309	884	473
ENSG00000243303	0	0	0	0	0	0
ENSG00000243304	0	0	0	0	0	0
ENSG00000243305	0	0	0	0	0	0
ENSG00000243307	0	0	0	0	0	0
ENSG00000243312	0	0	0	0	0	1
ENSG00000243313	0	0	0	0	0	0
ENSG00000243314	0	0	0	0	0	0
ENSG00000243316	4	1	1	2	4	2
ENSG00000243317	632	704	490	536	706	663
ENSG00000243319	0	0	0	0	0	0
ENSG00000243321	0	0	0	0	0	0
ENSG00000243323	14	27	30	42	29	21
ENSG00000243328	0	0	0	0	0	0
ENSG00000243333	0	0	0	0	0	0
ENSG00000243335	147	200	191	205	185	147
ENSG00000243338	0	0	0	0	0	0
ENSG00000243339	0	0	0	0	0	0
ENSG00000243345	0	0	0	0	0	0
ENSG00000243346	0	0	0	0	0	0
ENSG00000243347	0	0	0	0	0	0
ENSG00000243349	0	0	0	0	1	0
ENSG00000243352	0	0	0	0	0	0
ENSG00000243353	0	0	0	0	1	2
ENSG00000243355	0	0	0	0	0	0
ENSG00000243359	0	0	0	0	0	0
ENSG00000243364	24	48	31	30	37	41
ENSG00000243365	0	0	0	0	0	0
ENSG00000243366	0	0	0	0	0	0
ENSG00000243368	0	0	0	0	0	0
ENSG00000243370	0	1	1	0	2	0
ENSG00000243373	0	0	1	1	1	0
ENSG00000243374	0	0	0	0	0	0
ENSG00000243378	0	0	0	0	0	0
ENSG00000243383	1	1	0	0	0	0
ENSG00000243384	0	0	0	0	1	0
ENSG00000243385	0	0	0	0	0	0
ENSG00000243388	2	1	0	0	0	0
ENSG00000243389	2	3	0	3	8	1
ENSG00000243396	1	0	1	0	0	1
ENSG00000243398	0	0	3	2	0	1
ENSG00000243402	0	0	0	0	0	0
ENSG00000243403	6	12	16	15	29	37
ENSG00000243404	0	2	1	0	0	1
ENSG00000243406	63	58	80	82	69	10
ENSG00000243410	13	20	28	17	15	15
ENSG00000243414	5	13	6	4	5	12
ENSG00000243415	0	0	0	0	0	0
ENSG00000243417	26	39	13	7	12	82
ENSG00000243420	0	0	0	0	0	0
ENSG00000243422	0	0	3	0	1	0
ENSG00000243423	0	0	0	0	0	0
ENSG00000243424	0	0	0	0	0	0
ENSG00000243426	1	0	0	0	1	0
ENSG00000243429	0	0	0	0	0	0
ENSG00000243431	20	19	18	14	17	5
ENSG00000243433	0	0	0	0	0	0
ENSG00000243437	0	0	0	0	0	0
ENSG00000243438	0	1	0	0	0	0
ENSG00000243439	0	0	0	0	0	0
ENSG00000243440	2	2	3	1	0	1
ENSG00000243444	0	0	0	0	0	0
ENSG00000243445	2	1	3	4	3	0
ENSG00000243446	0	0	0	0	0	0
ENSG00000243449	37	95	38	33	37	101
ENSG00000243455	1	0	0	0	1	0
ENSG00000243466	27	58	46	35	39	15
ENSG00000243468	1	1	0	0	1	1
